88;MRLaccount87;account for client 4;2016-02-12 20:57:16;31046787.00;5468.000;NULL;4;7;Strategy9;6391620.00;42302.000;93602.000
89;WCVretirement88;retirement for client 31;2016-02-12 20:57:16;75564362.00;29217.000;NULL;31;9;Strategy8;4474159.00;10251.000;86638.000
90;MRLsavings89;savings for client 41;2016-02-12 20:57:16;72079939.00;77842.000;NULL;41;9;PRDT-Product2;8172924.00;97400.000;53844.000
91;WCVaccount90;account for client 30;2016-02-12 20:57:16;82961050.00;34631.000;NULL;30;9;Strategy4;3474897.00;51230.000;106004.000
92;MRLretirement91;retirement for client 5;2016-02-12 20:57:16;34125685.00;87761.000;NULL;5;7;PRDT-Product2;1914883.00;22511.000;120028.000
93;XFIsavings92;savings for client 42;2016-02-12 20:57:16;95404857.00;34448.000;NULL;42;7;Strategy3;4415995.00;19625.000;79945.000
94;UBSsavings93;savings for client 42;2016-02-12 20:57:16;80666246.00;61158.000;NULL;42;2;FIDynamic;9649136.00;68540.000;131552.000
95;UBSaccount94;account for client 1;2016-02-12 20:57:16;6993884.00;54210.000;NULL;1;2;FI;1395666.00;6087.000;121595.000
96;UBSaccount95;account for client 34;2016-02-12 20:57:16;6865018.00;8177.000;NULL;34;3;Strategy9;4779987.00;70954.000;190109.000
97;MRGsavings96;savings for client 30;2016-02-12 20:57:16;48093395.00;31089.000;NULL;30;6;AssetAlloc;6052215.00;89083.000;123035.000
98;WCVsavings97;savings for client 12;2016-02-12 20:57:16;29366162.00;94096.000;NULL;12;5;EquityIndex;7642149.00;97331.000;199478.000
99;WCVaccount98;account for client 6;2016-02-12 20:57:16;14719402.00;31357.000;NULL;6;6;AssetAlloc;4970248.00;59128.000;46007.000
100;UBSretirement99;retirement for client 46;2016-02-12 20:57:16;20434247.00;93405.000;NULL;46;6;E2;8108600.00;38911.000;98525.000
101;MRGaccount100;account for client 43;2016-02-12 20:57:16;24274079.00;75232.000;NULL;43;8;Strategy6;6003741.00;33937.000;95498.000
102;UBSaccount101;account for client 28;2016-02-12 20:57:16;60116140.00;9541.000;NULL;28;7;Strategy5;7838670.00;20911.000;45121.000
103;XFIsavings102;savings for client 14;2016-02-12 20:57:16;21407997.00;56837.000;NULL;14;0;PRDT-Product2;9495944.00;76633.000;138317.000
104;XFIgrowth103;growth for client 24;2016-02-12 20:57:16;55829023.00;8750.000;NULL;24;5;FIDynamic;4143464.00;63023.000;31430.000
105;MRLaccount104;account for client 27;2016-02-12 20:57:16;89589360.00;85073.000;NULL;27;8;FixedIncome;7669636.00;36125.000;177338.000
106;MRLgrowth105;growth for client 36;2016-02-12 20:57:16;54287485.00;12409.000;NULL;36;6;AssetAlloc;1891324.00;4642.000;60131.000
107;MRLgrowth106;growth for client 13;2016-02-12 20:57:16;29093122.00;7525.000;NULL;13;5;EquityIndex;2438403.00;97853.000;61957.000
108;MRLgrowth107;growth for client 21;2016-02-12 20:57:16;28728635.00;53298.000;NULL;21;6;Strategy6;529294.00;22668.000;178321.000
109;MRGgrowth108;growth for client 3;2016-02-12 20:57:16;1099528.00;10060.000;NULL;3;2;Strategy5;8932138.00;66570.000;129809.000
110;XFIgrowth109;growth for client 10;2016-02-12 20:57:16;69883241.00;55530.000;NULL;10;6;Strategy7;5860286.00;82169.000;36651.000
111;XFIgrowth110;growth for client 28;2016-02-12 20:57:16;83476579.00;45263.000;NULL;28;4;Strategy3;7111101.00;37691.000;48050.000
112;WCVgrowth111;growth for client 33;2016-02-12 20:57:16;20711538.00;95929.000;NULL;33;3;PRDT-Product2;5119022.00;73117.000;128687.000
113;XFIaccount112;account for client 11;2016-02-12 20:57:16;63581800.00;6224.000;NULL;11;5;Strategy4;2975310.00;76499.000;11385.000
114;MRGaccount113;account for client 3;2016-02-12 20:57:16;14620570.00;83852.000;NULL;3;2;Strategy7;3187504.00;22974.000;198596.000
115;XFIaccount114;account for client 25;2016-02-12 20:57:16;6858151.00;75776.000;NULL;25;8;Strategy9;1746344.00;37628.000;145746.000
116;MRGretirement115;retirement for client 25;2016-02-12 20:57:16;53214831.00;87591.000;NULL;25;1;Strategy7;174038.00;78618.000;150016.000
117;WCVsavings116;savings for client 38;2016-02-12 20:57:16;32589663.00;3920.000;NULL;38;9;E1;3357374.00;53755.000;96376.000
118;MRLgrowth117;growth for client 31;2016-02-12 20:57:16;52907284.00;5425.000;NULL;31;1;FixedIncome;3682931.00;38036.000;88000.000
119;MRLsavings118;savings for client 16;2016-02-12 20:57:16;18044128.00;83791.000;NULL;16;8;Strategy8;8646626.00;91791.000;24213.000
120;WCVgrowth119;growth for client 8;2016-02-12 20:57:16;85128886.00;3610.000;NULL;8;4;EquityIndex;4579836.00;68927.000;67449.000
121;MRGaccount120;account for client 49;2016-02-12 20:57:16;33242072.00;40277.000;NULL;49;0;E1;8525168.00;33162.000;2832.000
122;MRGgrowth121;growth for client 15;2016-02-12 20:57:16;52748342.00;66080.000;NULL;15;1;FIDynamic;1732217.00;2020.000;119005.000
123;MRLsavings122;savings for client 27;2016-02-12 20:57:17;88793845.00;54026.000;NULL;27;7;E2;7546203.00;63624.000;24112.000
124;UBSgrowth123;growth for client 14;2016-02-12 20:57:17;31272605.00;90075.000;NULL;14;4;Strategy5;5173801.00;90513.000;97481.000
125;XFIsavings124;savings for client 3;2016-02-12 20:57:17;50900292.00;85641.000;NULL;3;9;Strategy2;7186251.00;20522.000;14827.000
126;WCVgrowth125;growth for client 34;2016-02-12 20:57:17;52857263.00;53355.000;NULL;34;0;PRDT-Product2;3608706.00;8646.000;102502.000
127;MRLretirement126;retirement for client 30;2016-02-12 20:57:17;21065853.00;49132.000;NULL;30;6;EquityIndex;5829788.00;39706.000;140472.000
128;XFIsavings127;savings for client 47;2016-02-12 20:57:17;23582548.00;58815.000;NULL;47;1;Strategy5;8732893.00;54266.000;85970.000
129;MRGaccount128;account for client 49;2016-02-12 20:57:17;13674325.00;64942.000;NULL;49;4;FIDynamic;8645972.00;20125.000;185248.000
130;MRGsavings129;savings for client 6;2016-02-12 20:57:17;7899731.00;66094.000;NULL;6;0;Strategy2;9683580.00;86547.000;119585.000
131;MRGaccount130;account for client 27;2016-02-12 20:57:17;47145124.00;9152.000;NULL;27;7;Strategy4;7121627.00;62954.000;45575.000
132;UBSsavings131;savings for client 35;2016-02-12 20:57:17;72276297.00;1969.000;NULL;35;8;Strategy6;9676032.00;97113.000;23848.000
133;MRGgrowth132;growth for client 9;2016-02-12 20:57:17;85664913.00;62786.000;NULL;9;1;FIDynamic;7165174.00;60938.000;4119.000
134;WCVretirement133;retirement for client 9;2016-02-12 20:57:17;57668803.00;62922.000;NULL;9;0;FIDynamic;4150904.00;91870.000;143407.000
135;MRGgrowth134;growth for client 1;2016-02-12 20:57:17;53817772.00;55658.000;NULL;1;9;FI;8062839.00;54988.000;192033.000
136;MRLgrowth135;growth for client 48;2016-02-12 20:57:17;95468037.00;97729.000;NULL;48;4;E2;9037646.00;83728.000;165773.000
137;UBSsavings136;savings for client 9;2016-02-12 20:57:17;31037226.00;77879.000;NULL;9;9;FixedIncome;4483591.00;6502.000;158284.000
138;MRLaccount137;account for client 22;2016-02-12 20:57:17;73852402.00;70862.000;NULL;22;2;Strategy1;5885286.00;9550.000;53312.000
139;WCVretirement138;retirement for client 14;2016-02-12 20:57:17;72911626.00;89656.000;NULL;14;0;E1;6446199.00;15218.000;135450.000
140;MRGaccount139;account for client 16;2016-02-12 20:57:17;93772727.00;66860.000;NULL;16;1;Strategy8;9859643.00;95148.000;144607.000
141;WCVaccount140;account for client 29;2016-02-12 20:57:17;50092491.00;74592.000;NULL;29;2;AssetAlloc;4474354.00;91434.000;144689.000
142;MRGretirement141;retirement for client 48;2016-02-12 20:57:17;29392556.00;28578.000;NULL;48;2;Strategy2;6226795.00;91278.000;25497.000
143;XFIaccount142;account for client 32;2016-02-12 20:57:17;36820182.00;85616.000;NULL;32;6;EquityIndex;1104595.00;69668.000;30944.000
144;WCVretirement143;retirement for client 44;2016-02-12 20:57:17;55082481.00;72462.000;NULL;44;1;Strategy6;499327.00;1259.000;64848.000
145;UBSretirement144;retirement for client 3;2016-02-12 20:57:17;4022519.00;49769.000;NULL;3;6;Strategy8;9416210.00;38285.000;77068.000
146;WCVgrowth145;growth for client 6;2016-02-12 20:57:17;49371445.00;71199.000;NULL;6;4;Strategy7;4264828.00;52002.000;164855.000
147;UBSsavings146;savings for client 34;2016-02-12 20:57:17;23728219.00;62303.000;NULL;34;7;FixedIncome;1913878.00;79510.000;34105.000
148;MRGgrowth147;growth for client 23;2016-02-12 20:57:17;74879636.00;22493.000;NULL;23;9;Strategy5;7637768.00;35308.000;119984.000
149;XFIsavings148;savings for client 45;2016-02-12 20:57:17;19054578.00;5617.000;NULL;45;6;PRDT-Product2;3934930.00;32519.000;172913.000
150;MRLretirement149;retirement for client 30;2016-02-12 20:57:17;13727859.00;85465.000;NULL;30;1;FixedIncome;9043472.00;21911.000;82522.000
151;WCVgrowth150;growth for client 16;2016-02-12 20:57:17;49149499.00;19704.000;NULL;16;8;Strategy9;6166503.00;83972.000;167767.000
152;MRLaccount151;account for client 27;2016-02-12 20:57:17;30927885.00;4675.000;NULL;27;3;FIDynamic;8029176.00;97961.000;185754.000
153;UBSaccount152;account for client 3;2016-02-12 20:57:17;81932487.00;43926.000;NULL;3;8;Strategy8;5762352.00;18275.000;172909.000
154;XFIaccount153;account for client 48;2016-02-12 20:57:17;29438562.00;1631.000;NULL;48;1;Strategy1;8703474.00;58856.000;177401.000
155;MRLretirement154;retirement for client 41;2016-02-12 20:57:17;86972441.00;5057.000;NULL;41;9;FIDynamic;8020821.00;78588.000;71968.000
156;UBSgrowth155;growth for client 17;2016-02-12 20:57:17;96121615.00;17308.000;NULL;17;4;E1;9445287.00;58121.000;14825.000
157;WCVaccount156;account for client 3;2016-02-12 20:57:17;53482753.00;67716.000;NULL;3;4;EquityIndex;3767235.00;3516.000;52457.000
158;MRGaccount157;account for client 21;2016-02-12 20:57:17;96484046.00;2821.000;NULL;21;9;FixedIncome;2657645.00;28223.000;32462.000
159;XFIaccount158;account for client 25;2016-02-12 20:57:17;88753410.00;14053.000;NULL;25;6;Strategy5;4666933.00;17495.000;11580.000
160;XFIsavings159;savings for client 13;2016-02-12 20:57:17;90982593.00;5247.000;NULL;13;4;E1;7329175.00;32879.000;66898.000
161;WCVretirement160;retirement for client 8;2016-02-12 20:57:17;67126074.00;88355.000;NULL;8;7;Strategy9;8575591.00;31559.000;12337.000
162;WCVaccount161;account for client 22;2016-02-12 20:57:17;64926558.00;92640.000;NULL;22;3;Strategy5;4327005.00;58563.000;44140.000
163;MRLsavings162;savings for client 7;2016-02-12 20:57:17;170833.00;33425.000;NULL;7;4;FixedIncome;6378938.00;95846.000;142292.000
164;MRLaccount163;account for client 6;2016-02-12 20:57:17;13930395.00;10454.000;NULL;6;9;E1;8609944.00;16029.000;25476.000
165;WCVaccount164;account for client 41;2016-02-12 20:57:17;72510497.00;31164.000;NULL;41;1;Strategy9;4295539.00;45068.000;145028.000
166;WCVaccount165;account for client 31;2016-02-12 20:57:17;69914237.00;77253.000;NULL;31;0;Strategy5;7408580.00;57453.000;24196.000
167;XFIretirement166;retirement for client 42;2016-02-12 20:57:17;37052811.00;35371.000;NULL;42;5;Strategy1;2347404.00;88325.000;20929.000
168;MRLgrowth167;growth for client 14;2016-02-12 20:57:17;31084768.00;20450.000;NULL;14;4;AssetAlloc;6974967.00;71886.000;79029.000
169;MRGaccount168;account for client 42;2016-02-12 20:57:17;27471098.00;93325.000;NULL;42;4;Strategy1;8684952.00;64984.000;134169.000
170;XFIgrowth169;growth for client 41;2016-02-12 20:57:17;55575108.00;18783.000;NULL;41;3;FI;7088789.00;92887.000;142905.000
171;MRGretirement170;retirement for client 4;2016-02-12 20:57:17;90378879.00;93084.000;NULL;4;8;Strategy8;511115.00;32406.000;50391.000
172;MRGaccount171;account for client 27;2016-02-12 20:57:17;85148171.00;34653.000;NULL;27;7;FIDynamic;5919439.00;50574.000;197306.000
173;MRGsavings172;savings for client 49;2016-02-12 20:57:17;60578356.00;45529.000;NULL;49;5;Strategy7;8837751.00;55434.000;125667.000
174;WCVsavings173;savings for client 2;2016-02-12 20:57:17;73324821.00;92600.000;NULL;2;2;Strategy3;8904666.00;69752.000;79401.000
175;MRLgrowth174;growth for client 6;2016-02-12 20:57:17;32608948.00;4732.000;NULL;6;2;Strategy2;6876095.00;99454.000;171010.000
176;UBSgrowth175;growth for client 20;2016-02-12 20:57:17;21375533.00;93076.000;NULL;20;6;Strategy5;789178.00;47021.000;80869.000
177;UBSgrowth176;growth for client 6;2016-02-12 20:57:17;96333389.00;22967.000;NULL;6;2;Strategy6;4407163.00;10974.000;52762.000
178;XFIretirement177;retirement for client 11;2016-02-12 20:57:17;11037341.00;41161.000;NULL;11;1;Strategy5;1645534.00;4991.000;108865.000
179;MRGretirement178;retirement for client 15;2016-02-12 20:57:17;31332502.00;60787.000;NULL;15;8;EquityIndex;9083048.00;701.000;148829.000
180;WCVsavings179;savings for client 33;2016-02-12 20:57:18;68443772.00;13858.000;NULL;33;0;FIDynamic;3854467.00;72537.000;176948.000
181;UBSretirement180;retirement for client 16;2016-02-12 20:57:18;93323464.00;10440.000;NULL;16;7;AssetAlloc;3656590.00;41783.000;193558.000
182;XFIsavings181;savings for client 11;2016-02-12 20:57:18;62404336.00;51813.000;NULL;11;8;FI;7643664.00;94711.000;58883.000
183;WCVgrowth182;growth for client 24;2016-02-12 20:57:18;46923498.00;96973.000;NULL;24;4;AssetAlloc;7370078.00;28465.000;142458.000
184;XFIgrowth183;growth for client 49;2016-02-12 20:57:18;89253850.00;64789.000;NULL;49;8;Strategy2;1796303.00;73821.000;16258.000
185;MRLgrowth184;growth for client 27;2016-02-12 20:57:18;58536279.00;47522.000;NULL;27;4;Strategy6;9157892.00;30735.000;8131.000
186;MRLretirement185;retirement for client 10;2016-02-12 20:57:18;4024150.00;63656.000;NULL;10;5;E1;9022129.00;41915.000;23938.000
187;WCVaccount186;account for client 31;2016-02-12 20:57:18;36117122.00;87385.000;NULL;31;7;Strategy6;4796596.00;44349.000;91276.000
188;MRLgrowth187;growth for client 42;2016-02-12 20:57:18;87323516.00;24336.000;NULL;42;8;AssetAlloc;3514766.00;69940.000;3523.000
189;MRLsavings188;savings for client 20;2016-02-12 20:57:18;69835517.00;49014.000;NULL;20;1;EquityIndex;8952356.00;15196.000;137081.000
190;MRLgrowth189;growth for client 33;2016-02-12 20:57:18;44271034.00;23297.000;NULL;33;2;E2;8098020.00;12558.000;90081.000
191;UBSaccount190;account for client 9;2016-02-12 20:57:18;81426669.00;80849.000;NULL;9;5;E1;2501285.00;64791.000;99142.000
192;XFIretirement191;retirement for client 16;2016-02-12 20:57:18;39900047.00;25806.000;NULL;16;7;Strategy5;3465231.00;93847.000;167618.000
193;MRGgrowth192;growth for client 2;2016-02-12 20:57:18;35697564.00;86249.000;NULL;2;4;FI;5807607.00;51116.000;154793.000
194;XFIretirement193;retirement for client 30;2016-02-12 20:57:18;8535986.00;41932.000;NULL;30;4;Strategy2;2261549.00;51995.000;101726.000
195;WCVaccount194;account for client 26;2016-02-12 20:57:18;19764368.00;29477.000;NULL;26;9;Strategy4;6404787.00;28609.000;148835.000
196;UBSsavings195;savings for client 5;2016-02-12 20:57:18;16403981.00;67203.000;NULL;5;0;Strategy4;726805.00;30277.000;149133.000
